url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,10,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/setrun.py,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/LICENSE.md,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/PaleoNorthAtlantic.tt3.gz,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/README.md,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/storegga_ini.tt3,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/graphs/contributors,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/issues,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/security,1,1
