time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-02 00:00:00+00:00,1,1,100.0,3.0
2024-03-03 00:00:00+00:00,2,2,43.0,3.0
2024-03-04 00:00:00+00:00,2,2,100.0,7.0
2024-03-05 00:00:00+00:00,1,1,4.0,2.0
2024-03-06 00:00:00+00:00,3,3,24.0,3.0
2024-03-07 00:00:00+00:00,4,3,41.0,7.0
2024-03-08 00:00:00+00:00,2,2,5.0,1.0
2024-03-09 00:00:00+00:00,2,2,1.0,1.0
2024-03-10 00:00:00+00:00,1,1,62.0,1.0
2024-03-11 00:00:00+00:00,2,2,,
2024-03-12 00:00:00+00:00,1,1,5.0,2.0
2024-03-13 00:00:00+00:00,1,1,2.0,1.0
2024-03-14 00:00:00+00:00,1,1,4.0,2.0
2024-03-15 00:00:00+00:00,1,1,1.0,1.0
