time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,91,32,4,3
2026-04-23 00:00:00+00:00,89,31,5,3
2026-04-24 00:00:00+00:00,91,34,1,1
2026-04-25 00:00:00+00:00,55,24,0,0
2026-04-26 00:00:00+00:00,31,10,0,0
2026-04-27 00:00:00+00:00,31,12,9,3
2026-04-28 00:00:00+00:00,20,5,1,1
2026-04-29 00:00:00+00:00,64,18,6,3
2026-04-30 00:00:00+00:00,46,16,14,4
2026-05-01 00:00:00+00:00,42,12,2,1
2026-05-02 00:00:00+00:00,43,15,4,1
2026-05-03 00:00:00+00:00,11,4,4,1
2026-05-04 00:00:00+00:00,20,9,3,1
2026-05-05 00:00:00+00:00,37,12,0,0
